Path,Group,Dataset,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_ZeroBias_FirstBXAfterTrain,"null","OnlineMonitor,ZeroBiasFirstBunchAfterTrain",L1_FirstBunchAfterTrain,25301,L1_FirstBunchAfterTrain,0,1,1,101697,259,19.13000,+/-,0.05999,18.25049,+/-,1.13403,0.87951,4.60%,+/-,5.66%,0.775563776832
HLT_Ele27_HighEta_Ele20_Mass55,"ECAL DPG","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,1,1,10616,16,2.00000,+/-,0.01941,1.12744,+/-,0.28186,0.87256,43.63%,+/-,8.00%,3.09570093456
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG15,6800||900,L1_SingleEG10||L1_SingleEG15,8000||1000,6,6,5934,20,1.12000,+/-,0.01454,0.23488,+/-,0.05252,0.88512,79.03%,+/-,1.63%,16.8523992381
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,30,30,7220,11,1.36000,+/-,0.01601,0.02584,+/-,0.00779,1.33416,98.10%,+/-,1.18%,83.3563144587
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,1,1,46842,137,8.81000,+/-,0.04071,9.65373,+/-,0.82477,0.84373,8.74%,+/-,7.81%,1.02298646049
HLT_Photon75_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,26,26,6536,15,1.23000,+/-,0.01521,0.04065,+/-,0.01050,1.18935,96.69%,+/-,1.24%,78.1734882325
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80,"TAU,HIG","OnlineMonitor,Tau",L1_ETM50||L1_ETM60||L1_ETM70,0||100||0,L1_ETM50||L1_ETM60||L1_ETM70,0||150||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT450to470,"EXO","OnlineMonitor,ParkingHT450to470,ParkingScoutingMonitor",L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||1||1||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||1||1||1,1,1,419508,1147,78.93000,+/-,0.12186,80.82359,+/-,2.38647,1.89359,2.34%,+/-,2.89%,0.793466863007
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG15,0,L1_Mu5_EG15,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MET250,"PPD","OnlineMonitor,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,100||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,150||0||1||1||1||1,1,1,10019,19,1.89000,+/-,0.01888,1.33884,+/-,0.30715,0.55116,29.16%,+/-,11.56%,1.79443240919
HLT_DoubleMu4_PsiPrimeTrk_Displaced,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1||1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||0||1||1,1,1,14056,33,2.64000,+/-,0.02227,2.32535,+/-,0.40479,0.31465,11.92%,+/-,13.53%,0.77730911982
HLT_HT2500,"PPD","OnlineMonitor,ExpressPhysics,JetHT",L1_HTT280||L1_HTT300||L1_HTT320,1||1||1,L1_HTT280||L1_HTT300||L1_HTT320,1||1||1,1,1,173,0,0.03000,+/-,0.00228,0.00000,+/-,0.00000,0.03000,100.00%,+/-,7.60%,No rates in Steam
HLT_AK4CaloJet30,"HIN","OnlineMonitor,HINCaloJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu50,"EXO,SMP,MUO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,123324,339,23.20000,+/-,0.06606,23.88770,+/-,1.29740,0.68770,2.88%,+/-,5.28%,0.530062010645
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL,"HIG","OnlineMonitor,DoubleEG",L1_TripleEG_14_10_8||L1_TripleEG_18_17_8,1||1,L1_TripleEG_14_10_8||L1_TripleEG_18_17_8,1||1,1,1,10114,28,1.90000,+/-,0.01889,1.97303,+/-,0.37287,0.07303,3.70%,+/-,18.22%,0.195849179838
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60,"EXO long","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,478,478,479,4,0.09000,+/-,0.00411,0.00059,+/-,0.00029,0.08941,99.34%,+/-,4.57%,21.742674277
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,"null","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1,1,78995,214,14.86000,+/-,0.05287,15.07955,+/-,1.03082,0.21955,1.46%,+/-,6.75%,0.212989530954
HLT_PFHT300_PFMET110,"SUS,EXO","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1,1,29258,77,5.51000,+/-,0.03221,5.42582,+/-,0.61833,0.08418,1.53%,+/-,11.07%,0.136140073773
HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg,"null","OnlineMonitor,SingleMuon",L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,1||1,L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,1||1,1,1,5540,14,1.04000,+/-,0.01397,0.98651,+/-,0.26366,0.05349,5.14%,+/-,24.09%,0.202866768777
HLT_DiCentralPFJet170_CFMax0p1,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,1,1,6130,17,1.15000,+/-,0.01469,1.19791,+/-,0.29054,0.04791,4.00%,+/-,23.32%,0.164897024766
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140,"HIG","OnlineMonitor,HTMHT",L1_ETM80||L1_ETM90||L1_ETM100,1||1||1,L1_ETM80||L1_ETM90||L1_ETM100,1||1||1,1,1,2363,6,0.44000,+/-,0.00905,0.42279,+/-,0.17260,0.01721,3.91%,+/-,37.75%,0.0997011002591
HLT_Dimuon10_Jpsi_Barrel,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
DST_L1HTT_BTagScouting,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT200_DisplacedDijet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Phi_Barrel,"BPH","OnlineMonitor,MuOnia",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,1||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG15,900,L1_SingleEG15,1000,3,3,7785,14,1.46000,+/-,0.01655,0.32884,+/-,0.08789,1.13116,77.48%,+/-,1.77%,12.8708578068
HLT_DiPFJetAve35_HFJEC,"FSQ,JME","OnlineMonitor,FSQJets",L1_SingleJet16,0,L1_SingleJet16,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,1,1,31736,88,5.97000,+/-,0.03351,6.20094,+/-,0.66102,0.23094,3.72%,+/-,10.28%,0.349364641538
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,"null","OnlineMonitor,DoubleEG",L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||7500||0||5000||0||1||1||1||1||1,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||9500||0||6500||0||0||0||1||1||1,1,1,17504,46,3.29000,+/-,0.02487,3.24140,+/-,0.47792,0.04860,1.48%,+/-,14.33%,0.101692508513
HLT_L1_TripleJet_VBF,"HIG ,Hbb","OnlineMonitor,JetHT",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,1||1||1||1||1||1||1||1||1||1||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,1||1||1||1||1||1||1||1||1||1||1||1,7650,7650,5831,18,1.10000,+/-,0.01441,0.00017,+/-,0.00004,1.09983,99.98%,+/-,1.31%,76.3494750865
HLT_PFMET170_HBHECleaned,"JME","OnlineMonitor,EventDisplay,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||100||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||150||0||1||1||1,1,1,35284,106,6.64000,+/-,0.03535,7.46931,+/-,0.72548,0.82931,11.10%,+/-,8.65%,1.1431152273
AlCa_LumiPixels_Random,"JME","OnlineMonitor,EventDisplay,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||100||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||150||0||1||1||1,1,1,35284,106,6.64000,+/-,0.03535,7.46931,+/-,0.72548,0.82931,11.10%,+/-,8.65%,1.1431152273
HLT_DoubleJetsC100_DoubleBTagCSV_p014_DoublePFJetsC100MaxDeta1p6,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100,1,1,1,78458,198,14.76000,+/-,0.05269,13.95211,+/-,0.99153,0.80789,5.47%,+/-,6.36%,0.814788579979
HLT_MET700,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,100||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,150||0||1||1||1||1,1,1,103,0,0.02000,+/-,0.00197,0.00000,+/-,0.00000,0.02000,100.00%,+/-,9.85%,No rates in Steam
HLT_Dimuon16_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced,"BPH","OnlineMonitor,DoubleMuonLowMass",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1||1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||0||1||1,1,1,203728,533,38.33000,+/-,0.08492,37.55795,+/-,1.62682,0.77205,2.01%,+/-,4.16%,0.47457582171
HLT_VBF_DisplacedJet40_Hadronic,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,1||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300,1||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1MinimumBiasHF_OR,"null","OnlineMonitor,L1MinimumBias",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,210||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,210||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,1,1,113841,279,21.42000,+/-,0.06348,19.65979,+/-,1.17700,1.76021,8.22%,+/-,5.05%,1.49550318643
HLT_Mu30_TkMu11,"EXO","OnlineMonitor,DoubleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,68366,183,12.86000,+/-,0.04918,12.89513,+/-,0.95324,0.03513,0.27%,+/-,7.38%,0.0368555000084
HLT_HT750_DisplacedDijet80_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1,1,1501,4,0.28000,+/-,0.00723,0.28186,+/-,0.14093,0.00186,0.66%,+/-,49.74%,0.0132037383206
HLT_Mu17,"SUS","OnlineMonitor,DoubleMuon",L1_SingleMu10_LowQ,200,L1_SingleMu10_LowQ,250,3,3,12101,32,2.28000,+/-,0.02073,0.75163,+/-,0.13287,1.52837,67.03%,+/-,2.13%,11.5027161591
HLTriggerFirstPath (2054817),"SUS","OnlineMonitor,DoubleMuon",L1_SingleMu10_LowQ,200,L1_SingleMu10_LowQ,250,3,3,12101,32,2.28000,+/-,0.02073,0.75163,+/-,0.13287,1.52837,67.03%,+/-,2.13%,11.5027161591
HLT_Mu27_Ele37_CaloIdL_GsfTrkIdVL,"null","OnlineMonitor,MuonEG",L1_SingleMu16||L1_SingleMu25,0||1,L1_SingleMu16||L1_SingleMu25,0||1,1,1,11808,25,2.22000,+/-,0.02043,1.76163,+/-,0.35233,0.45837,20.65%,+/-,12.63%,1.30098242992
HLT_L1BeamGasPlus,"null","OnlineMonitor,Commissioning",L1_BeamGasPlus,0,L1_BeamGasPlus,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele22_eta2p1_WPLoose_Gsf,"TAU,HIG","OnlineMonitor,SingleElectron",L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40,0||0||1,L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40,0||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Jpsi_Muon,"BPH","OnlineMonitor,Charmonium",L1_TripleMu0||L1_TripleMu_5_0_0,1||1,L1_TripleMu0||L1_TripleMu_5_0_0,1||0,1,1,69905,195,13.15000,+/-,0.04974,13.74071,+/-,0.98399,0.59071,4.30%,+/-,6.86%,0.600323783762
