Path,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_BTagMu_DiJet40_Mu5,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4,430,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4,430,1,1,24994,24994,4.70000,+/-,0.02973,4.70000,+/-,0.02973,0.00000,0.00%,+/-,0.89%,0.0
HLT_PFMET120_Mu5,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,1,1,8638,8638,1.63000,+/-,0.01754,1.63000,+/-,0.01754,0.00000,0.00%,+/-,1.52%,0.0
HLT_Ele45_WPLoose_Gsf,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,1,1,216310,216310,40.70000,+/-,0.08751,40.70000,+/-,0.08751,0.00000,0.00%,+/-,0.30%,0.0
HLT_Ele8_CaloIdM_TrackIdM_PFJet30,L1_SingleEG10||L1_SingleEG5,80000||80000,L1_SingleEG10||L1_SingleEG5,80000||80000,1,1,7717,7717,1.45000,+/-,0.01651,1.45000,+/-,0.01651,0.00000,0.00%,+/-,1.61%,0.0
HLT_DiPFJetAve160_HFJEC,L1_SingleJet120,300,L1_SingleJet120,300,1,1,2043,2043,0.38000,+/-,0.00841,0.38000,+/-,0.00841,0.00000,0.00%,+/-,3.13%,0.0
HLT_DiPFJetAve140,L1_SingleJet90,3000,L1_SingleJet90,3000,1,1,3271,3271,0.62000,+/-,0.01084,0.62000,+/-,0.01084,0.00000,0.00%,+/-,2.47%,0.0
HLT_Photon90,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,320,320,3149,3149,0.59000,+/-,0.01051,0.59000,+/-,0.01051,0.00000,0.00%,+/-,2.52%,0.0
HLT_HcalIsolatedbunch,L1_IsolatedBunch AND ( L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320 ),11 AND ( 0||0||5000||2000||3000||300||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||1||0||1||1||60000||20000||0||8000||0||0||0||0||1||1 ),L1_IsolatedBunch AND ( L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320 ),11 AND ( 0||0||5000||2000||3000||300||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||1||0||1||1||60000||20000||0||8000||0||0||0||0||1||1 ),1,1,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MET600,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,1,1,230,230,0.04000,+/-,0.00264,0.04000,+/-,0.00264,0.00000,0.00%,+/-,9.33%,0.0
HLT_DoubleMu18NoFiltersNoVtx,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,83,83,1044,1044,0.20000,+/-,0.00619,0.20000,+/-,0.00619,0.00000,0.00%,+/-,4.38%,0.0
HLT_DiPFJetAve60,L1_ZeroBias,15923,L1_ZeroBias,15923,3,3,8702,8702,1.64000,+/-,0.01758,1.64000,+/-,0.01758,0.00000,0.00%,+/-,1.52%,0.0
HLT_Rsq0p25,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,1,1,8326,8326,1.57000,+/-,0.01721,1.57000,+/-,0.01721,0.00000,0.00%,+/-,1.55%,0.0
HLT_L1FatEvents,,,,,70,70,56136,56136,10.56000,+/-,0.04457,10.56000,+/-,0.04457,0.00000,0.00%,+/-,0.60%,0.0
HLT_TkMu24_eta2p1,L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22,1||1,480,480,5332,5332,1.00000,+/-,0.01369,1.00000,+/-,0.01369,0.00000,0.00%,+/-,1.94%,0.0
HLT_Ele12_CaloIdL_TrackIdL_IsoVL,L1_SingleEG10||L1_SingleEG15,80000||3000,L1_SingleEG10||L1_SingleEG15,80000||3000,15,15,3773,3773,0.71000,+/-,0.01156,0.71000,+/-,0.01156,0.00000,0.00%,+/-,2.30%,0.0
HLT_Ele25_eta2p1_WPLoose_Gsf,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
AlCa_EcalPhiSym,L1_ZeroBias||L1_AlwaysTrue||L1_IsolatedBunch,15923||0||11,L1_ZeroBias||L1_AlwaysTrue||L1_IsolatedBunch,15923||0||11,1,1,7956048,7956048,1496.97000,+/-,0.53072,1496.97000,+/-,0.53072,0.00000,0.00%,+/-,0.05%,0.0
HLT_IsoMu22_eta2p1,L1_SingleMu20er,1,L1_SingleMu20er,1,1,1,603061,603061,113.47000,+/-,0.14612,113.47000,+/-,0.14612,0.00000,0.00%,+/-,0.18%,0.0
HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq240,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,1,1,72529,72529,13.65000,+/-,0.05068,13.65000,+/-,0.05068,0.00000,0.00%,+/-,0.53%,0.0
HLT_DiPFJetAve300_HFJEC,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,2455,2455,0.46000,+/-,0.00928,0.46000,+/-,0.00928,0.00000,0.00%,+/-,2.85%,0.0
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL,L1_Mu5_EG20||L1_MU20_EG15,0||1,L1_Mu5_EG20||L1_MU20_EG15,0||1,1,1,7226,7226,1.36000,+/-,0.01600,1.36000,+/-,0.01600,0.00000,0.00%,+/-,1.66%,0.0
HLT_BTagMu_DiJet170_Mu5,L1_Mu3_JetC120_dEta_Max0p4_dPhi_Max0p4,1,L1_Mu3_JetC120_dEta_Max0p4_dPhi_Max0p4,1,5,5,26183,26183,4.93000,+/-,0.03047,4.93000,+/-,0.03047,0.00000,0.00%,+/-,0.87%,0.0
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,4076,4076,0.77000,+/-,0.01206,0.77000,+/-,0.01206,0.00000,0.00%,+/-,2.22%,0.0
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40,1,4,4,4111,4111,0.77000,+/-,0.01201,0.77000,+/-,0.01201,0.00000,0.00%,+/-,2.21%,0.0
HLT_Ele250_CaloIdVT_GsfTrkIdT,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,2862,2862,0.54000,+/-,0.01009,0.54000,+/-,0.01009,0.00000,0.00%,+/-,2.64%,0.0
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,64,64,2546,2546,0.48000,+/-,0.00951,0.48000,+/-,0.00951,0.00000,0.00%,+/-,2.80%,0.0
HLT_Mu15_IsoVVVL_PFHT400_PFMET50,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,1,1,10374,10374,1.95000,+/-,0.01915,1.95000,+/-,0.01915,0.00000,0.00%,+/-,1.39%,0.0
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||20000||0||8000||0||0||0||0||1||1,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||20000||0||8000||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_BTagMu_DiJet110_Mu5,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4,20,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4,20,1,1,30444,30444,5.73000,+/-,0.03284,5.73000,+/-,0.03284,0.00000,0.00%,+/-,0.81%,0.0
HLT_SingleCentralPFJet170_CFMax0p1,L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,300||0||0||0||0||1||1,L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,300||0||0||0||0||1||1,139,139,3978,3978,0.75000,+/-,0.01189,0.75000,+/-,0.01189,0.00000,0.00%,+/-,2.24%,0.0
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34,0||0||1,L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34,0||0||1,52,52,2626,2626,0.49000,+/-,0.00956,0.49000,+/-,0.00956,0.00000,0.00%,+/-,2.76%,0.0
AlCa_RPCMuonNoTriggers,L1_SingleMu5||L1_SingleMu14er||L1_SingleMu16er||L1_SingleMu18er||L1_SingleMu20er,0||0||200||0||1,L1_SingleMu5||L1_SingleMu14er||L1_SingleMu16er||L1_SingleMu18er||L1_SingleMu20er,0||0||200||0||1,4,4,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Photon500,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,268,268,0.05000,+/-,0.00305,0.05000,+/-,0.00305,0.00000,0.00%,+/-,8.64%,0.0
HLT_ZeroBias_IsolatedBunches,L1_IsolatedBunch,11,L1_IsolatedBunch,11,50,50,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,1,1,55879,55879,10.51000,+/-,0.04446,10.51000,+/-,0.04446,0.00000,0.00%,+/-,0.60%,0.0
HLT_IsoTkMu24,L1_SingleMu22,1,L1_SingleMu22,1,1,1,532535,532535,100.20000,+/-,0.13731,100.20000,+/-,0.13731,0.00000,0.00%,+/-,0.19%,0.0
HLT_PFHT300_PFMET100,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_IsoTkMu27,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,446878,446878,84.08000,+/-,0.12578,84.08000,+/-,0.12578,0.00000,0.00%,+/-,0.21%,0.0
HLT_IsoTkMu20,L1_SingleMu18,200,L1_SingleMu18,200,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele30WP60_SC4_Mass55,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_IsoTkMu22,L1_SingleMu20,0,L1_SingleMu20,0,0,0,616135,616135,115.93000,+/-,0.14769,115.93000,+/-,0.14769,0.00000,0.00%,+/-,0.18%,0.0
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,1,1,30086,30086,5.66000,+/-,0.03263,5.66000,+/-,0.03263,0.00000,0.00%,+/-,0.82%,0.0
HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV_p20,L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DiMu9_Ele9_CaloIdL_TrackIdL,L1_DoubleMu7_EG7,1,L1_DoubleMu7_EG7,1,1,1,9065,9065,1.71000,+/-,0.01796,1.71000,+/-,0.01796,0.00000,0.00%,+/-,1.49%,0.0
HLT_PFJet260,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,145,145,9773,9773,1.84000,+/-,0.01861,1.84000,+/-,0.01861,0.00000,0.00%,+/-,1.43%,0.0
HLT_DoubleMu3_Trk_Tau3mu,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_TripleMu0,0||1||0||0||0,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_TripleMu0,0||1||0||0||0,1,1,117596,117596,22.13000,+/-,0.06453,22.13000,+/-,0.06453,0.00000,0.00%,+/-,0.41%,0.0
HLT_Mu27,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,320,320,6173,6173,1.16000,+/-,0.01476,1.16000,+/-,0.01476,0.00000,0.00%,+/-,1.80%,0.0
AlCa_EcalPi0EBonly,L1_AlwaysTrue||L1_IsolatedBunch||L1_SingleEG5||L1_SingleEG10||L1_SingleEG15||L1_SingleEG18||L1_SingleEG24||L1_SingleEG26||L1_SingleEG28||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleEG45||L1_SingleIsoEG18||L1_SingleIsoEG20||L1_SingleIsoEG22||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_SingleIsoEG18er||L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_23_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_24_17||L1_DoubleEG_25_12|| L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet160||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_88_72_56_VBF||L1_TripleJet_84_68_48_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320||L1_HTT220,0||11||80000||80000||3000||8000||5000||500||0||0||0||0||1||1||1||1||0||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1|| 0||0||5000||2000||0||3000||300||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||1||0||1||1||60000||20000||0||0||0||0||0||1||1||8000,L1_AlwaysTrue||L1_IsolatedBunch||L1_SingleEG5||L1_SingleEG10||L1_SingleEG15||L1_SingleEG18||L1_SingleEG24||L1_SingleEG26||L1_SingleEG28||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleEG45||L1_SingleIsoEG18||L1_SingleIsoEG20||L1_SingleIsoEG22||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_SingleIsoEG18er||L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_23_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_24_17||L1_DoubleEG_25_12|| L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet160||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_88_72_56_VBF||L1_TripleJet_84_68_48_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320||L1_HTT220,0||11||80000||80000||3000||8000||5000||500||0||0||0||0||1||1||1||1||0||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1|| 0||0||5000||2000||0||3000||300||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||1||0||1||1||60000||20000||0||0||0||0||0||1||1||8000,10,10,24465943,24465943,4603.38000,+/-,0.93067,4603.38000,+/-,0.93067,0.00000,0.00%,+/-,0.03%,0.0
